task_id,province,area_code,area_name,level,kind,task_status,query,evidence_url,note
police-152524,内蒙古,152524,苏尼特右旗,county,police,pending_discovery,内蒙古 苏尼特右旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152525,内蒙古,152525,东乌珠穆沁旗,county,police,pending_discovery,内蒙古 东乌珠穆沁旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152526,内蒙古,152526,西乌珠穆沁旗,county,police,pending_discovery,内蒙古 西乌珠穆沁旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152527,内蒙古,152527,太仆寺旗,county,police,pending_discovery,内蒙古 太仆寺旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152528,内蒙古,152528,镶黄旗,county,police,pending_discovery,内蒙古 镶黄旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152529,内蒙古,152529,正镶白旗,county,police,pending_discovery,内蒙古 正镶白旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152530,内蒙古,152530,正蓝旗,county,police,pending_discovery,内蒙古 正蓝旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152531,内蒙古,152531,多伦县,county,police,pending_discovery,内蒙古 多伦县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152900,内蒙古,152900,阿拉善盟,prefecture,police,pending_discovery,内蒙古 阿拉善盟 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152921,内蒙古,152921,阿拉善左旗,county,police,pending_discovery,内蒙古 阿拉善左旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152922,内蒙古,152922,阿拉善右旗,county,police,pending_discovery,内蒙古 阿拉善右旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-152923,内蒙古,152923,额济纳旗,county,police,pending_discovery,内蒙古 额济纳旗 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210000,辽宁,210000,辽宁省,province,police,pending_discovery,辽宁 辽宁省 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210100,辽宁,210100,沈阳市,prefecture,police,pending_discovery,辽宁 沈阳市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210102,辽宁,210102,和平区,county,police,pending_discovery,辽宁 和平区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210103,辽宁,210103,沈河区,county,police,pending_discovery,辽宁 沈河区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210104,辽宁,210104,大东区,county,police,pending_discovery,辽宁 大东区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210105,辽宁,210105,皇姑区,county,police,pending_discovery,辽宁 皇姑区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210106,辽宁,210106,铁西区,county,police,pending_discovery,辽宁 铁西区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210111,辽宁,210111,苏家屯区,county,police,pending_discovery,辽宁 苏家屯区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210112,辽宁,210112,浑南区,county,police,pending_discovery,辽宁 浑南区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210113,辽宁,210113,沈北新区,county,police,pending_discovery,辽宁 沈北新区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210114,辽宁,210114,于洪区,county,police,pending_discovery,辽宁 于洪区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210115,辽宁,210115,辽中区,county,police,pending_discovery,辽宁 辽中区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210123,辽宁,210123,康平县,county,police,pending_discovery,辽宁 康平县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210124,辽宁,210124,法库县,county,police,pending_discovery,辽宁 法库县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210181,辽宁,210181,新民市,county,police,pending_discovery,辽宁 新民市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210200,辽宁,210200,大连市,prefecture,police,pending_discovery,辽宁 大连市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210202,辽宁,210202,中山区,county,police,pending_discovery,辽宁 中山区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210203,辽宁,210203,西岗区,county,police,pending_discovery,辽宁 西岗区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210204,辽宁,210204,沙河口区,county,police,pending_discovery,辽宁 沙河口区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210211,辽宁,210211,甘井子区,county,police,pending_discovery,辽宁 甘井子区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210212,辽宁,210212,旅顺口区,county,police,pending_discovery,辽宁 旅顺口区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210213,辽宁,210213,金州区,county,police,pending_discovery,辽宁 金州区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210214,辽宁,210214,普兰店区,county,police,pending_discovery,辽宁 普兰店区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210224,辽宁,210224,长海县,county,police,pending_discovery,辽宁 长海县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210281,辽宁,210281,瓦房店市,county,police,pending_discovery,辽宁 瓦房店市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210283,辽宁,210283,庄河市,county,police,pending_discovery,辽宁 庄河市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210300,辽宁,210300,鞍山市,prefecture,police,pending_discovery,辽宁 鞍山市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210302,辽宁,210302,铁东区,county,police,pending_discovery,辽宁 铁东区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210303,辽宁,210303,铁西区,county,police,pending_discovery,辽宁 铁西区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210304,辽宁,210304,立山区,county,police,pending_discovery,辽宁 立山区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210311,辽宁,210311,千山区,county,police,pending_discovery,辽宁 千山区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210321,辽宁,210321,台安县,county,police,pending_discovery,辽宁 台安县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210323,辽宁,210323,岫岩满族自治县,county,police,pending_discovery,辽宁 岫岩满族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210381,辽宁,210381,海城市,county,police,pending_discovery,辽宁 海城市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210400,辽宁,210400,抚顺市,prefecture,police,pending_discovery,辽宁 抚顺市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210402,辽宁,210402,新抚区,county,police,pending_discovery,辽宁 新抚区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210403,辽宁,210403,东洲区,county,police,pending_discovery,辽宁 东洲区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210404,辽宁,210404,望花区,county,police,pending_discovery,辽宁 望花区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210411,辽宁,210411,顺城区,county,police,pending_discovery,辽宁 顺城区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210421,辽宁,210421,抚顺县,county,police,pending_discovery,辽宁 抚顺县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210422,辽宁,210422,新宾满族自治县,county,police,pending_discovery,辽宁 新宾满族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210423,辽宁,210423,清原满族自治县,county,police,pending_discovery,辽宁 清原满族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210500,辽宁,210500,本溪市,prefecture,police,pending_discovery,辽宁 本溪市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210502,辽宁,210502,平山区,county,police,pending_discovery,辽宁 平山区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210503,辽宁,210503,溪湖区,county,police,pending_discovery,辽宁 溪湖区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210504,辽宁,210504,明山区,county,police,pending_discovery,辽宁 明山区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210505,辽宁,210505,南芬区,county,police,pending_discovery,辽宁 南芬区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210521,辽宁,210521,本溪满族自治县,county,police,pending_discovery,辽宁 本溪满族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210522,辽宁,210522,桓仁满族自治县,county,police,pending_discovery,辽宁 桓仁满族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210600,辽宁,210600,丹东市,prefecture,police,pending_discovery,辽宁 丹东市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210602,辽宁,210602,元宝区,county,police,pending_discovery,辽宁 元宝区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210603,辽宁,210603,振兴区,county,police,pending_discovery,辽宁 振兴区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210604,辽宁,210604,振安区,county,police,pending_discovery,辽宁 振安区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210624,辽宁,210624,宽甸满族自治县,county,police,pending_discovery,辽宁 宽甸满族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210681,辽宁,210681,东港市,county,police,pending_discovery,辽宁 东港市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210682,辽宁,210682,凤城市,county,police,pending_discovery,辽宁 凤城市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210700,辽宁,210700,锦州市,prefecture,police,pending_discovery,辽宁 锦州市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210702,辽宁,210702,古塔区,county,police,pending_discovery,辽宁 古塔区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210703,辽宁,210703,凌河区,county,police,pending_discovery,辽宁 凌河区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210711,辽宁,210711,太和区,county,police,pending_discovery,辽宁 太和区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210726,辽宁,210726,黑山县,county,police,pending_discovery,辽宁 黑山县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210727,辽宁,210727,义县,county,police,pending_discovery,辽宁 义县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210781,辽宁,210781,凌海市,county,police,pending_discovery,辽宁 凌海市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210782,辽宁,210782,北镇市,county,police,pending_discovery,辽宁 北镇市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210800,辽宁,210800,营口市,prefecture,police,pending_discovery,辽宁 营口市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210802,辽宁,210802,站前区,county,police,pending_discovery,辽宁 站前区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210803,辽宁,210803,西市区,county,police,pending_discovery,辽宁 西市区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210804,辽宁,210804,鲅鱼圈区,county,police,pending_discovery,辽宁 鲅鱼圈区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210811,辽宁,210811,老边区,county,police,pending_discovery,辽宁 老边区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210881,辽宁,210881,盖州市,county,police,pending_discovery,辽宁 盖州市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210882,辽宁,210882,大石桥市,county,police,pending_discovery,辽宁 大石桥市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210900,辽宁,210900,阜新市,prefecture,police,pending_discovery,辽宁 阜新市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210902,辽宁,210902,海州区,county,police,pending_discovery,辽宁 海州区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210903,辽宁,210903,新邱区,county,police,pending_discovery,辽宁 新邱区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210904,辽宁,210904,太平区,county,police,pending_discovery,辽宁 太平区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210905,辽宁,210905,清河门区,county,police,pending_discovery,辽宁 清河门区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210911,辽宁,210911,细河区,county,police,pending_discovery,辽宁 细河区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210921,辽宁,210921,阜新蒙古族自治县,county,police,pending_discovery,辽宁 阜新蒙古族自治县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-210922,辽宁,210922,彰武县,county,police,pending_discovery,辽宁 彰武县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211000,辽宁,211000,辽阳市,prefecture,police,pending_discovery,辽宁 辽阳市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211002,辽宁,211002,白塔区,county,police,pending_discovery,辽宁 白塔区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211003,辽宁,211003,文圣区,county,police,pending_discovery,辽宁 文圣区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211004,辽宁,211004,宏伟区,county,police,pending_discovery,辽宁 宏伟区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211005,辽宁,211005,弓长岭区,county,police,pending_discovery,辽宁 弓长岭区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211011,辽宁,211011,太子河区,county,police,pending_discovery,辽宁 太子河区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211021,辽宁,211021,辽阳县,county,police,pending_discovery,辽宁 辽阳县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211081,辽宁,211081,灯塔市,county,police,pending_discovery,辽宁 灯塔市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211100,辽宁,211100,盘锦市,prefecture,police,pending_discovery,辽宁 盘锦市 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211102,辽宁,211102,双台子区,county,police,pending_discovery,辽宁 双台子区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211103,辽宁,211103,兴隆台区,county,police,pending_discovery,辽宁 兴隆台区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211104,辽宁,211104,大洼区,county,police,pending_discovery,辽宁 大洼区 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
police-211122,辽宁,211122,盘山县,county,police,pending_discovery,辽宁 盘山县 公安局 公安分局 政府信息公开 官方网站,https://www.mca.gov.cn/mzsj/xzqh/2025/202401xzqh.html,行政区划覆盖任务，不是已确认公安机构；区划变更及一对多机构关系须核实
